unique_ID,short_cite,expt_num,expt_condition,is_correct,is_mp,long_cite,peer_reviewed,publication_status,coder,response_mode,exposure_phase,method,dependent_measure,participant_design,same_infant,native_lang,test_lang,infant_type,group_name_1,group_name_2,n_1,n_2,n_excluded_1,n_excluded_2,n_fussi_1,gender_1,gender_2,mean_age_1,mean_age_months,min_age_1,max_age_1,mean_age_2,age_range_1,age_range_2,row label,x_1_label,x_2_label,x_2_misptype,x_1,x_2,SD_1,SD_2,SE_1,SE_2,x_type,chance,x_from_graph,t,t_interact,F,d,d_var,corr,num_trials,percent_MP,mean_vocab,words,word_correct_and_MP,n_feature,type_feature,mispron_location,within_sentence,sentence_context,object_pair,distractor_overlap,offset,within_measure,pre_nam_dur,post_nam_dur,trial_length,visual_stim,visual_stim_background
13,Swingley (2016),2,Look_correct,1,0,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,English,native,typical,,,26,,18,,10,0.4615384615,,845,27.75952694,730.56,913.2,,182.64,,correct,,,,72.7,50,13.6,,,,percent_post,50,no,8.54,,,,,,32,0.3125,,"apple, book, duck, fish, kitty",yes,0,consonant and vowel,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
13,Swingley (2016),2,Look_c-MP,0,1,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,English,native,typical,,,26,,18,,10,0.4615384615,,845,27.75952694,730.56,913.2,,182.64,,consonant_misp,,,,61.4,50,18,,,,percent_post,50,no,3.25,2.88,,,,,32,0.3125,,"ackle, pook, guck, vish, pity",yes,1,consonant,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
13,Swingley (2016),2,Look_v-MP,0,1,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,English,native,typical,,,26,,18,,10,0.4615384615,,845,27.75952694,730.56,913.2,,182.64,,vowel_misp,,,,68.7,50,19.7,,,,percent_post,50,no,4.85,1.07,,,,,32,0.3125,,"epple, buwk, dock, fiesh, ketty",yes,1,vowel,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
13,Swingley (2016),3,Look_correct,1,0,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,3,English,native,typical,,,26,,13,,10,0.5,,853,28.02233903,730.56,943.64,,213.08,,correct,,,,69.5,50,8.8,,,,percent_post,50,no,11.3,,,,,,32,0.3125,,"apple, book, duck, fish, kitty",yes,0,consonant and vowel,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
13,Swingley (2016),3,Look_c-MP,0,1,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,3,English,native,typical,,,26,,13,,10,0.5,,853,28.02233903,730.56,943.64,,213.08,,consonant_misp,,,,58.4,50,,,,,percent_post,50,no,2.6,3.54,,,,,32,0.3125,,"shang, chome, riz",yes,1,consonant,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
13,Swingley (2016),3,Look_v-MP,0,1,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",yes,paper,Emelyne,eye-tracking,testOnly,looking_while_listening,ptl,within_one,3,English,native,typical,,,26,,13,,10,0.5,,853,28.02233903,730.56,943.64,,213.08,,vowel_misp,,,,62.5,50,,,,,percent_post,50,no,5,2.9,,,,,32,0.3125,,"shang, chome, riz",yes,1,vowel,onset/medial,yes,"Touch the X, Where is the X ?, Choose the X, Which one is the X?, and Point to the X.",familiar_familiar,no,367,target_distractor,0.75,2,2.75,photo,gray
14,Mani & Plunkett 2011,1,correct,1,0,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,24mos,British English,native,typical,,,27,,6,,,,,725.12,23.82128778,706.12,742.56,,36.44,,correct,correct,,,0.1,0,0.1558845727,,0.03,,proportion_change_pre_post,0,yes,3.16,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,0,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,mispronunciation,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,24mos,British English,native,typical,,,27,,6,,,,,725.12,23.82128778,706.12,742.56,,36.44,,vowel_misp,misp,,,,0,0,,,,proportion_change_pre_post,0,no,-0.35,2.43,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1-3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,1 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,24mos,British English,native,typical,,,27,,6,,,,,725.12,23.82128778,706.12,742.56,,36.44,,vowel_misp,misp,,,0.105,0,0.1299038106,,0.025,,proportion_change_pre_post,0,yes,2.31,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,2 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,24mos,British English,native,typical,,,27,,6,,,,,725.12,23.82128778,706.12,742.56,,36.44,,vowel_misp,misp,,,-0.08,0,0.2078460969,,0.04,,proportion_change_pre_post,0,yes,1.35,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,2,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,3 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,24mos,British English,native,typical,,,27,,6,,,,,725.12,23.82128778,706.12,742.56,,36.44,,vowel_misp,misp,,,-0.03,0,0.2078460969,,0.04,,proportion_change_pre_post,0,yes,-0.7,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,correct,1,0,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,27,,4,,,,,544.48,17.8869908,523.48,548.92,,25.44,,correct,correct,,,0.105,0,0.1039230485,,0.02,,proportion_change_pre_post,0,yes,4.68,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,0,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,mispronunciation,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,27,,4,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,,0,0,,,,proportion_change_pre_post,0,no,-0.17,3.12,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1-3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,1 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,27,,4,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,-0.005,0,0.1558845727,,0.03,,proportion_change_pre_post,0,yes,-0.16,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,2 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,27,,4,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,-0.02,0,0.2078460969,,0.04,,proportion_change_pre_post,0,yes,-0.43,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,2,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,1,3 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,27,,4,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,0.03,0,0.2078460969,,0.04,,proportion_change_pre_post,0,yes,0.67,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
14,Mani & Plunkett 2011,2,correct,1,0,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,26,,5,,,,,544.48,17.8869908,523.48,548.92,,25.44,,correct,correct,,,0.065,0,0.1529705854,,0.03,,proportion_change_pre_post,0,yes,2.15,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,0,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,4,4,8,photo,NA
14,Mani & Plunkett 2011,2,mispronunciation,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,26,,5,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,,0,0,,,,proportion_change_pre_post,0,no,-0.32,2.08,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1-3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,4,4,8,photo,NA
14,Mani & Plunkett 2011,2,1 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,26,,5,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,0.02,0,0.3059411708,,0.06,,proportion_change_pre_post,0,yes,0.36,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,1,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,4,4,8,photo,NA
14,Mani & Plunkett 2011,2,2 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,26,,5,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,-0.025,0,0.178465683,,0.035,,proportion_change_pre_post,0,yes,-0.69,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,2,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,4,4,8,photo,NA
14,Mani & Plunkett 2011,2,3 feature misp,0,1,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,18mos,British English,native,typical,,,26,,5,,,,,544.48,17.8869908,523.48,548.92,,25.44,,vowel_misp,misp,,,-0.03,0,0.2039607805,,0.04,,proportion_change_pre_post,0,yes,-0.66,,,,,,15,0.4,,"bed, bib, bread, duck, fish, book, brush, cup, foot, keys, cat, doll, ball, hat, spoon",no,3,vowel,medial,no,Look! X! (no article),familiar_novel,onset,NA,pre_post_naming_effect,4,4,8,photo,NA
15,Mani & Plunkett 2010,1,correct_ptl,1,0,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,V-misp,British English,native,typical,,,35,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,correct,correct,,,0.12,0,0.1774823935,,0.03,,proportion_change_pre_post,0,yes,3.37,,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,0,vowel,medial,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,height_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,V-misp,British English,native,typical,,,35,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,-0.001,0,0.2958039892,,0.05,,proportion_change_pre_post,0,yes,-0.03,1.96,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,vowel,medial,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,backness_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,V-misp,British English,native,typical,,,35,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,-0.05,0,0.2958039892,,0.05,,proportion_change_pre_post,0,yes,-0.93,2.61,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,vowel,medial,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,roundness_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,V-misp,British English,native,typical,,,35,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,-0.015,0,0.2958039892,,0.05,,proportion_change_pre_post,0,yes,-0.24,1.99,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,vowel,medial,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,correct_ptl,1,0,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,C-misp,British English,native,typical,,,31,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,correct,correct,,,0.11,0,0.1670329309,,0.03,,proportion_change_pre_post,0,yes,2.71,,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,0,consonant,onset,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,voicing_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,C-misp,British English,native,typical,,,31,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,0.12,0,0.2783882181,,0.05,,proportion_change_pre_post,0,yes,2.25,-0.27,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,consonant,onset,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,place_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,C-misp,British English,native,typical,,,31,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,-0.05,0,0.30622704,,0.055,,proportion_change_pre_post,0,yes,-0.91,2.26,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,consonant,onset,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
15,Mani & Plunkett 2010,1,manner_ptl,0,1,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,C-misp,British English,native,typical,,,31,,15,,,,,372.89,12.25,347.016,388.4144,,41.3984,,vowel_misp,misp,,,-0.04,0,0.2783882181,,0.05,,proportion_change_pre_post,0,yes,-0.7,2.22,,,,,12,0.5,,"ball, bath, cat, cup, dog, doll, foot, hand, milk",no,1,consonant,onset,no,Look! X! (no article),familiar_familiar,onset,NA,pre_post_naming_effect,2.5,2.5,5,photo,NA
18,Höhle et al. 2006,1,correct,1,0,"Höhle, B., van de Vijver, R., & Weissenborn, J. (2006). Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children. International Journal of Speech-Language Pathology, 8(4), 356–363. doi:10.1080/14417040600970614",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,1,German,native,typical,average language,,40,,,,,0.575,,571,18.75821288,569,604,571,569,604,correct,correct,,,47,59,,,1.4,1.9,proportion_change_pre_post,,no,4.59,,,,,,14,0.5,,"table, comb, bottom, cow, sheep, fish",yes,1,consonant,onset,yes,Where is the X?,familiar_familiar,no,0,pre_post,3,3,9,color_drawing,light grey
18,Höhle et al. 2006,1,misp,0,1,"Höhle, B., van de Vijver, R., & Weissenborn, J. (2006). Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children. International Journal of Speech-Language Pathology, 8(4), 356–363. doi:10.1080/14417040600970614",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,1,German,native,typical,average language,,40,,,,,0.575,,571,18.75821288,569,604,571,569,604,consonant_misp,misp,,,51,51,,,1.4,1.6,proportion_change_pre_post,,no,0.17,,,,,,14,0.5,,"table, comb, bottom, cow, sheep, fish",yes,1,consonant,onset,yes,Where is the X?,familiar_familiar,no,0,pre_post,3,3,9,color_drawing,light grey
18,Höhle et al. 2006,1,correct,1,0,"Höhle, B., van de Vijver, R., & Weissenborn, J. (2006). Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children. International Journal of Speech-Language Pathology, 8(4), 356–363. doi:10.1080/14417040600970614",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,2,German,native,atypical,low language,,21,,,,,0.380952381,,571,18.75821288,569,604,571,569,604,correct,correct,,,49,51,,,2.1,3.2,proportion_change_pre_post,,no,0.47,,,,,,14,0.5,,"table, comb, bottom, cow, sheep, fish",yes,1,consonant,onset,yes,Where is the X?,familiar_familiar,no,0,pre_post,3,3,9,color_drawing,light grey
18,Höhle et al. 2006,1,misp,0,1,"Höhle, B., van de Vijver, R., & Weissenborn, J. (2006). Word processing at 19 months and its relation to language performance at 30 months: A retrospective analysis of data from German learning children. International Journal of Speech-Language Pathology, 8(4), 356–363. doi:10.1080/14417040600970614",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_two,2,German,native,atypical,low language,,21,,,,,0.380952381,,571,18.75821288,569,604,571,569,604,consonant_misp,misp,,,50,58,,,3.2,3.6,proportion_change_pre_post,,no,2.44,,,,,,14,0.5,,"table, comb, bottom, cow, sheep, fish",yes,1,consonant,onset,yes,Where is the X?,familiar_familiar,no,0,pre_post,3,3,9,color_drawing,light grey
19,Swingley 2003,1,correct,1,0,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,1,Dutch,native,typical,,,36,,9,,,0.5,,586,19.25098555,554.92,611.8,,56.88,,correct,correct,,,67.9,50,11.4,,,,percent_post,50,no,9.1327,,,,,,14,0.5714285714,,"ball, bear",yes,0,consonant,onset,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
19,Swingley 2003,1,d-misp,0,1,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,1,Dutch,native,typical,,,36,,9,,,0.5,,586,19.25098555,554.92,611.8,,56.88,,consonant_misp,misp,,,61.8,50,17.6,,,,percent_post,50,no,3.9203,2.1708,,,,,14,0.5714285714,,"ball, bear",yes,1,consonant,onset,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
19,Swingley 2003,1,g-misp,0,1,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,1,Dutch,native,typical,,,36,,9,,,0.5,,586,19.25098555,554.92,611.8,,56.88,,consonant_misp,misp,,,58.1,50,16.7,,,,percent_post,50,no,2.8571,2.9846,,,,,14,0.5714285714,,"ball, bear",yes,1,consonant,onset,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
19,Swingley 2003,2,correct,1,0,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,Dutch,native,typical,,,24,,8,,,0.5416666667,,583,19.15243101,547.48,625.8,,78.32,,correct,correct,,,62.4,50,12.35,,,,percent_post,50,no,5.6349,,,,,,14,0.5714285714,,"baby, cup",yes,0,consonant,medial,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
19,Swingley 2003,2,d-misp,0,1,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,Dutch,native,typical,,,24,,8,,,0.5416666667,,583,19.15243101,547.48,625.8,,78.32,,consonant_misp,misp,,,56.2,50,18.09,,,,percent_post,50,no,1.6883,2.0974,,,,,14,0.5714285714,,"baby, cup",yes,1,consonant,medial,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
19,Swingley 2003,2,g-misp,0,1,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",yes,paper,Von Holzen,eye-tracking,testOnly,looking_while_listening,ptl,within_one,2,Dutch,native,typical,,,24,,8,,,0.5416666667,,583,19.15243101,547.48,625.8,,78.32,,consonant_misp,misp,,,54.4,50,14.98,,,,percent_post,50,no,1.4412,3.1479,,,,,14,0.5714285714,,"baby, cup",yes,1,consonant,medial,yes,Where's the X? Do you like it? or Can you see it?,familiar_familiar,onset,360,post,2.5,2,6.5,photo,gray
24,Ramon-Casas et al. 2009,1a,Catalan_correct,1,0,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",yes,paper,Von Holzen,eye-tracking,familiarization,looking_while_listening,ptl,within_one,1,Catalan,native,typical,catalan,,24,,5,,5,0.4166666667,,661,21.71484888,552,833,,281,,correct,correct,,,71.3,50,,,,,percent_post,50,no,8.85,,,,,,16,0.5,,"bee, cookie, milk, fish",yes,NA,vowel,medial,yes,Where is the X?,familiar_familiar,no,360,post,2,2,4,photo,blue
